,cut,clarity,price,color
25435,Premium,SI1,14185,I
25436,Premium,VS2,14188,F
25437,Premium,SI1,14190,E
25438,Very Good,VS2,14192,G
25444,Premium,VS2,14199,F
25447,Premium,VS2,14199,F
25448,Premium,VS2,14199,F
25449,Premium,VS2,14201,G
25450,Very Good,VS2,14205,D
25457,Very Good,VS2,14217,F
25462,Premium,SI1,14224,D
25463,Very Good,VS2,14229,J
25468,Premium,SI1,14236,E
25472,Premium,SI1,14240,I
25473,Premium,VS2,14242,F
25475,Very Good,VS2,14242,F
25478,Premium,VS2,14247,F
25481,Very Good,VS2,14256,E
25482,Very Good,VS2,14256,E
25483,Premium,SI1,14258,J
25494,Very Good,VS2,14282,E
25499,Premium,VS2,14294,F
25501,Premium,VS2,14294,F
25502,Premium,VS2,14294,F
25503,Premium,VS2,14294,F
25504,Very Good,SI1,14295,D
25509,Premium,VS2,14300,E
25510,Premium,SI1,14300,F
25512,Very Good,VS2,14308,F
25513,Very Good,SI1,14308,H
25515,Premium,SI1,14319,E
25516,Premium,SI1,14319,H
25519,Premium,SI1,14328,J
25520,Premium,VS2,14330,G
25521,Premium,VS2,14330,J
25522,Premium,VS2,14334,F
25523,Very Good,VS2,14338,E
25533,Premium,VS2,14352,F
25534,Premium,SI1,14354,D
25537,Premium,VS2,14359,J
25539,Premium,SI1,14362,I
25542,Very Good,VS2,14368,D
25543,Premium,VS2,14372,F
25544,Premium,VS2,14372,F
25550,Very Good,VS2,14383,G
25551,Very Good,SI1,14383,H
25555,Premium,VS2,14386,E
25556,Premium,VS2,14386,E
25557,Premium,VS2,14386,E
25559,Premium,VS2,14388,F
25560,Premium,VS2,14394,I
25564,Very Good,VS2,14400,F
25566,Very Good,VS2,14403,J
25573,Very Good,VS2,14412,F
25577,Very Good,VS2,14416,D
25600,Premium,SI1,14452,H
25601,Premium,VS2,14453,E
25604,Premium,VS2,14465,F
25606,Premium,SI1,14476,H
25612,Premium,VS2,14482,E
25613,Very Good,VS2,14482,E
25617,Premium,VS2,14483,F
25618,Premium,VS2,14486,F
25619,Premium,SI1,14488,I
25620,Very Good,VS2,14489,I
25621,Premium,SI1,14490,H
25628,Premium,SI1,14502,F
25629,Premium,SI1,14502,H
25640,Very Good,VS2,14527,E
25650,Premium,VS2,14544,F
25651,Very Good,SI1,14545,F
25653,Very Good,SI1,14556,J
25656,Premium,SI1,14558,I
25657,Very Good,SI1,14561,D
25660,Premium,SI1,14574,H
25661,Premium,VS2,14577,E
25662,Premium,VS2,14578,F
25668,Premium,VS2,14586,F
25670,Very Good,VS2,14592,E
25676,Very Good,SI1,14603,H
25679,Premium,SI1,14611,F
25682,Very Good,VS2,642,F
25689,Very Good,VS2,644,G
25692,Very Good,SI1,644,D
25697,Very Good,SI1,644,D
25698,Premium,SI1,644,D
25699,Premium,SI1,644,D
25702,Very Good,SI1,644,D
25705,Premium,SI1,644,D
25706,Very Good,SI1,644,D
25714,Very Good,VS2,14620,I
25724,Very Good,VS2,14639,E
25735,Premium,VS2,14662,I
25745,Premium,VS2,14675,D
25746,Very Good,VS2,14680,D
25747,Premium,VS2,14683,F
25752,Very Good,VS2,14698,D
25756,Very Good,VS2,14709,E
25757,Premium,VS2,14709,E
25758,Premium,VS2,14709,E
25759,Premium,SI1,14711,J
25761,Very Good,SI1,14715,J
25763,Premium,VS2,14719,F
25766,Very Good,SI1,14725,H
25770,Very Good,VS2,14732,J
25774,Very Good,SI1,14740,I
25777,Premium,VS2,14745,E
25779,Premium,VS2,14749,H
25782,Premium,SI1,14752,I
25784,Premium,VS2,14763,I
25788,Premium,VS2,14773,D
25789,Premium,SI1,14775,I
25798,Premium,VS2,14790,E
25803,Very Good,VS2,14801,J
25807,Very Good,SI1,14811,I
25811,Premium,VS2,14817,F
25812,Very Good,SI1,14819,I
25814,Premium,VS2,14826,F
25815,Very Good,VS2,14830,J
25816,Premium,VS2,14833,F
25818,Premium,VS2,14837,I
25824,Premium,VS2,14844,E
25825,Premium,VS2,14844,E
25826,Premium,VS2,14844,E
25833,Premium,SI1,14863,H
25835,Premium,VS2,14867,J
25837,Premium,SI1,14882,E
25838,Premium,SI1,14888,H
25841,Very Good,VS2,14889,E
25842,Premium,SI1,14892,F
25848,Premium,SI1,14918,G
25849,Premium,SI1,14918,G
25853,Premium,VS2,14925,E
25855,Premium,VS2,14933,J
25866,Premium,SI1,14949,H
25871,Premium,VS2,14961,F
25885,Premium,VS2,15002,E
25887,Premium,SI1,15007,I
25894,Very Good,SI1,15025,G
25895,Very Good,VS2,15025,I
25897,Premium,VS2,15025,E
25907,Very Good,SI1,15038,G
25911,Premium,VS2,15052,D
25912,Very Good,SI1,15053,I
25918,Premium,SI1,15065,I
25926,Very Good,SI1,15081,I
25927,Very Good,VS2,15083,I
25934,Premium,SI1,15095,I
25935,Premium,SI1,15096,H
25937,Premium,SI1,15100,D
25938,Premium,VS2,15102,D
25940,Premium,SI1,15105,G
25945,Premium,VS2,15110,J
25946,Premium,VS2,15111,E
25952,Very Good,SI1,15126,I
25955,Premium,SI1,15134,F
25957,Very Good,SI1,15140,I
25961,Very Good,SI1,15145,I
25968,Very Good,SI1,15153,I
25969,Premium,SI1,15162,G
25978,Premium,VS2,15178,E
25980,Premium,VS2,15185,E
25995,Premium,SI1,15217,G
26002,Very Good,VS2,15229,G
26008,Premium,SI1,15238,D
26013,Premium,SI1,644,D
26015,Very Good,VS2,645,H
26021,Premium,VS2,645,F
26027,Very Good,VS2,645,F
26040,Premium,VS2,15240,D
26041,Very Good,SI1,15241,G
26048,Very Good,SI1,15249,I
26049,Premium,VS2,15249,E
26051,Premium,VS2,15253,F
26054,Very Good,SI1,15255,E
26057,Very Good,VS2,15259,G
26062,Premium,VS2,15278,E
26070,Premium,SI1,15291,G
26071,Premium,SI1,15291,G
26079,Very Good,VS2,15309,F
26083,Premium,VS2,15316,E
26087,Premium,SI1,15322,G
26088,Premium,SI1,15323,J
26089,Premium,VS2,15323,E
26097,Premium,SI1,15339,I
26110,Premium,VS2,15379,I
26114,Premium,SI1,15392,I
26119,Premium,SI1,15394,E
26121,Premium,VS2,15395,H
26123,Premium,SI1,15397,I
26126,Very Good,SI1,15412,I
26130,Premium,VS2,15418,I
26136,Premium,VS2,15426,F
26151,Premium,VS2,15461,F
26153,Premium,VS2,15465,J
26157,Very Good,SI1,15474,I
26165,Premium,SI1,15494,I
26168,Premium,SI1,15499,I
26173,Very Good,VS2,15510,I
26178,Premium,SI1,15517,I
26179,Premium,VS2,15520,I
26181,Premium,VS2,15528,H
26182,Premium,SI1,15528,I
26183,Premium,SI1,15528,I
26186,Premium,VS2,15531,D
26191,Very Good,SI1,15544,D
26192,Premium,VS2,15559,I
26197,Premium,VS2,15568,G
26211,Premium,VS2,15602,F
26217,Premium,SI1,15615,I
26226,Very Good,VS2,15649,F
26228,Premium,VS2,15651,H
26229,Premium,VS2,15651,I
26233,Premium,SI1,15662,E
26236,Premium,VS2,15671,G
26239,Very Good,VS2,15675,I
26241,Premium,SI1,15683,I
26251,Very Good,VS2,15701,H
26253,Premium,SI1,15707,I
26258,Premium,SI1,15716,I
26268,Very Good,SI1,15745,H
26272,Very Good,SI1,15751,I
26275,Very Good,SI1,15760,I
26282,Very Good,SI1,15769,I
26295,Premium,VS2,15792,F
26298,Premium,VS2,15797,G
26299,Premium,SI1,15801,H
26300,Premium,VS2,15801,G
26304,Premium,SI1,15804,E
26305,Premium,SI1,15804,E
26307,Premium,SI1,15805,E
26309,Premium,VS2,15808,I
26313,Premium,SI1,15818,I
26314,Premium,SI1,15818,I
26315,Very Good,VS2,15819,I
26322,Very Good,VS2,15826,I
26325,Very Good,VS2,15829,G
26329,Premium,SI1,15837,I
26330,Very Good,SI1,15840,H
26338,Very Good,SI1,15847,I
26347,Very Good,VS2,645,F
26349,Premium,VS2,645,F
26354,Premium,VS2,645,F
26362,Very Good,VS2,645,F
26363,Premium,VS2,645,F
26365,Premium,VS2,645,F
26368,Very Good,VS2,645,F
26377,Very Good,SI1,15851,F
26390,Premium,VS2,15897,I
26395,Premium,VS2,15908,H
26396,Premium,SI1,15913,I
26399,Premium,SI1,15917,H
26401,Very Good,VS2,15919,I
26402,Very Good,VS2,15919,I
26404,Premium,SI1,15920,J
26406,Very Good,VS2,15923,I
26410,Very Good,VS2,15931,I
26412,Very Good,VS2,15937,G
26414,Premium,VS2,15939,I
26415,Premium,VS2,15939,I
26416,Premium,VS2,15941,G
26417,Premium,VS2,15941,G
26420,Premium,VS2,15946,G
26421,Very Good,SI1,15948,E
26432,Very Good,VS2,15965,I
26441,Premium,SI1,15984,H
26443,Very Good,SI1,15984,H
26445,Premium,VS2,15987,H
26446,Very Good,SI1,15987,F
26448,Premium,VS2,15991,D
26454,Premium,SI1,15992,I
26459,Premium,SI1,16004,J
26470,Very Good,VS2,16048,F
26471,Premium,VS2,16049,E
26481,Premium,VS2,16068,I
26482,Very Good,VS2,16073,G
26486,Very Good,VS2,16080,I
26489,Very Good,VS2,16086,G
26492,Premium,VS2,16091,G
26493,Very Good,SI1,16092,H
26503,Premium,VS2,16123,G
26504,Very Good,VS2,16126,J
26509,Premium,VS2,16137,D
26515,Premium,VS2,16149,I
26517,Very Good,VS2,16169,G
26524,Very Good,VS2,16179,I
26532,Premium,SI1,16191,I
26533,Very Good,SI1,16192,I
26543,Premium,VS2,16220,G
26548,Premium,SI1,16232,E
26551,Premium,VS2,16235,H
26555,Very Good,VS2,16239,H
26561,Premium,SI1,16242,G
26563,Premium,SI1,16253,E
26568,Premium,VS2,16273,J
26573,Very Good,SI1,16280,H
26574,Very Good,SI1,16286,D
26575,Premium,SI1,16287,H
26580,Very Good,VS2,16294,F
26586,Very Good,VS2,16304,I
26588,Premium,SI1,16304,J
26589,Premium,VS2,16309,I
26590,Premium,VS2,16309,I
26599,Premium,SI1,16323,G
26612,Very Good,VS2,16363,I
26615,Premium,SI1,16368,I
26616,Premium,VS2,16369,J
26618,Very Good,VS2,16378,I
26620,Very Good,VS2,16383,I
26624,Premium,VS2,16390,H
26625,Very Good,SI1,16392,I
26626,Premium,SI1,16392,I
26627,Premium,VS2,16395,H
26628,Very Good,SI1,16397,I
26640,Very Good,SI1,16420,I
26641,Very Good,VS2,16422,I
26654,Very Good,VS2,16459,I
26664,Premium,VS2,16483,I
26668,Premium,SI1,16499,I
26679,Very Good,VS2,427,G
26689,Very Good,VS2,429,H
26698,Premium,VS2,429,I
26705,Premium,VS2,645,F
26711,Premium,VS2,645,F
26713,Premium,VS2,645,F
26720,Very Good,VS2,645,F
26721,Very Good,VS2,645,F
26728,Very Good,VS2,645,F
26743,Very Good,VS2,16533,J
26746,Premium,VS2,16544,I
26756,Premium,VS2,16564,J
26761,Very Good,SI1,16580,F
26762,Very Good,SI1,16582,H
26764,Premium,VS2,16583,F
26772,Premium,SI1,16611,I
26774,Very Good,VS2,16616,I
26778,Very Good,VS2,16626,I
26779,Premium,VS2,16626,I
26780,Very Good,VS2,16626,I
26786,Premium,SI1,16629,E
26787,Very Good,VS2,16632,G
26792,Premium,SI1,16643,H
26801,Very Good,VS2,16677,H
26803,Premium,SI1,16687,H
26808,Very Good,SI1,16693,I
26809,Very Good,VS2,16694,I
26810,Premium,VS2,16694,I
26811,Premium,VS2,16700,I
26816,Premium,VS2,16709,I
26819,Premium,SI1,16715,I
26830,Premium,SI1,16733,H
26831,Premium,SI1,16733,H
26832,Premium,SI1,16733,H
26836,Premium,VS2,16736,D
26838,Very Good,SI1,16742,G
26839,Premium,SI1,16747,H
26842,Premium,VS2,16768,I
26847,Premium,VS2,16778,I
26848,Premium,VS2,16778,I
26849,Premium,VS2,16778,I
26850,Premium,VS2,16778,I
26851,Premium,VS2,16778,I
26852,Premium,VS2,16778,I
26855,Premium,VS2,16779,F
26859,Premium,VS2,16783,G
26861,Premium,SI1,16787,I
26866,Very Good,VS2,16791,J
26872,Very Good,SI1,16801,I
26874,Premium,SI1,16804,F
26876,Very Good,VS2,16807,G
26882,Premium,VS2,16820,I
26886,Very Good,SI1,16842,J
26888,Premium,VS2,16854,G
26890,Premium,VS2,16861,I
26892,Very Good,SI1,16872,H
26893,Very Good,VS2,16874,I
26895,Premium,VS2,16879,G
26898,Premium,VS2,16889,D
26899,Premium,VS2,16896,I
26900,Premium,SI1,16900,H
26903,Very Good,SI1,16901,H
26905,Very Good,VS2,16914,I
26911,Premium,VS2,16921,D
26918,Premium,SI1,16942,I
26925,Very Good,SI1,16956,E
26926,Premium,SI1,16956,H
26927,Premium,SI1,16957,E
26928,Premium,VS2,16960,G
26929,Premium,VS2,16960,G
26934,Premium,VS2,16975,F
26935,Premium,SI1,16985,H
26944,Very Good,SI1,17003,H
26951,Premium,SI1,17016,H
26952,Premium,VS2,17017,F
26953,Very Good,SI1,17019,H
26958,Very Good,SI1,17028,J
26959,Premium,VS2,17028,I
26962,Premium,VS2,17038,I
26973,Very Good,VS2,17052,F
26974,Premium,VS2,17053,J
26976,Premium,VS2,17057,G
26985,Premium,VS2,17068,H
26992,Very Good,VS2,17084,I
26995,Very Good,SI1,17095,H
27019,Very Good,VS2,17153,D
27022,Very Good,SI1,17160,I
27026,Premium,VS2,17168,J
27027,Premium,VS2,17168,J
27028,Premium,VS2,17172,F
27029,Premium,SI1,17172,F
27038,Premium,VS2,645,F
27042,Premium,VS2,645,F
27048,Premium,VS2,645,F
27049,Very Good,SI1,646,E
27059,Very Good,VS2,646,D
27066,Premium,SI1,17186,J
27067,Premium,VS2,17191,H
27071,Premium,VS2,17193,I
27095,Premium,SI1,17233,H
27097,Premium,SI1,17235,H
27102,Very Good,SI1,17247,H
27104,Premium,VS2,17254,I
27106,Premium,VS2,17258,H
27111,Premium,SI1,17265,H
27112,Premium,SI1,17265,H
27114,Very Good,SI1,17273,E
27121,Very Good,VS2,17297,I
27123,Premium,SI1,17313,I
27125,Very Good,VS2,17315,I
27127,Very Good,SI1,17323,I
27128,Premium,VS2,17323,E
27133,Premium,SI1,17334,G
27137,Premium,SI1,17347,H
27140,Premium,VS2,17353,H
27141,Very Good,SI1,17357,I
27142,Premium,VS2,17358,G
27148,Very Good,VS2,17374,H
27149,Very Good,VS2,17377,H
27166,Premium,VS2,17416,I
27167,Very Good,VS2,17422,I
27169,Premium,VS2,17433,I
27171,Very Good,SI1,17434,H
27179,Premium,SI1,17452,J
27181,Premium,SI1,17458,H
27185,Very Good,SI1,17472,J
27187,Premium,SI1,17474,I
27189,Very Good,SI1,17476,H
27191,Premium,SI1,17489,H
27198,Very Good,SI1,17509,F
27203,Premium,SI1,17521,H
27207,Very Good,SI1,17530,F
27211,Premium,VS2,17535,H
27212,Premium,VS2,17539,H
27221,Very Good,VS2,17570,I
27222,Premium,VS2,17574,I
27223,Premium,SI1,17579,G
27224,Very Good,VS2,17581,I
27228,Premium,VS2,17592,I
27230,Very Good,VS2,17597,F
27241,Premium,VS2,17614,G
27243,Premium,SI1,17617,H
27249,Very Good,SI1,17658,F
27255,Very Good,SI1,17672,H
27256,Premium,SI1,17673,I
27259,Very Good,SI1,17676,E
27263,Premium,SI1,17688,H
27266,Premium,SI1,17692,G
27271,Premium,SI1,17714,I
27272,Very Good,SI1,17715,I
27273,Premium,VS2,17716,I
27275,Very Good,SI1,17724,G
27286,Very Good,SI1,17759,H
27288,Very Good,SI1,17760,H
27292,Premium,SI1,17760,H
27295,Premium,VS2,17766,F
27296,Very Good,SI1,17772,I
27298,Premium,SI1,17776,D
27299,Premium,SI1,17778,H
27300,Very Good,SI1,17784,I
27303,Very Good,VS2,17803,E
27304,Premium,SI1,17803,F
27308,Very Good,SI1,17811,H
27309,Premium,SI1,17816,G
27313,Premium,VS2,17826,I
27316,Very Good,VS2,17837,I
27320,Premium,SI1,17849,H
27322,Premium,SI1,17849,H
27323,Premium,SI1,17849,H
27331,Very Good,VS2,17887,H
27339,Premium,VS2,17893,I
27340,Very Good,SI1,17893,H
27341,Very Good,SI1,17893,H
27348,Premium,VS2,17905,I
27357,Premium,SI1,17934,I
27377,Premium,SI1,647,H
27378,Premium,SI1,647,H
27379,Very Good,SI1,647,H
27380,Very Good,SI1,647,H
27392,Very Good,SI1,17952,H
27393,Very Good,SI1,17952,H
27398,Premium,VS2,17975,H
27401,Premium,VS2,17987,G
27407,Premium,SI1,17999,H
27416,Premium,VS2,18020,J
27421,Premium,SI1,18026,I
27422,Very Good,SI1,18027,H
27428,Premium,SI1,18034,I
27441,Very Good,SI1,18068,I
27445,Very Good,SI1,18077,G
27446,Premium,SI1,18077,G
27452,Very Good,VS2,18107,G
27453,Very Good,VS2,18107,E
27459,Premium,SI1,18115,H
27460,Premium,SI1,18115,H
27462,Very Good,SI1,18118,H
27463,Very Good,SI1,18119,I
27474,Premium,VS2,18139,H
27475,Premium,VS2,18139,H
27476,Premium,VS2,18149,I
27477,Very Good,SI1,18149,H
27478,Very Good,VS2,18152,H
27482,Premium,VS2,18166,G
27486,Very Good,VS2,18176,E
27492,Very Good,SI1,18186,G
27494,Premium,SI1,18188,H
27497,Premium,VS2,18193,I
27499,Premium,SI1,18193,G
27502,Premium,VS2,18207,H
27503,Premium,VS2,18207,H
27509,Very Good,SI1,18236,H
27510,Very Good,SI1,18236,H
27511,Very Good,SI1,18236,H
27513,Premium,VS2,18239,I
27519,Premium,VS2,18251,F
27521,Premium,SI1,18252,I
27522,Premium,SI1,18254,H
27524,Very Good,SI1,18257,G
27531,Very Good,VS2,18281,I
27538,Premium,SI1,18295,H
27546,Premium,VS2,18318,H
27554,Premium,VS2,18342,E
27557,Very Good,VS2,18358,G
27558,Premium,VS2,18359,I
27560,Premium,VS2,18364,I
27563,Very Good,SI1,18371,I
27564,Premium,SI1,18371,H
27565,Premium,SI1,18371,H
27570,Very Good,SI1,18392,H
27573,Very Good,VS2,18398,H
27574,Very Good,SI1,18398,G
27581,Premium,SI1,18423,G
27582,Premium,SI1,18426,H
27585,Very Good,VS2,18429,F
27586,Very Good,VS2,18430,J
27587,Very Good,VS2,18430,F
27590,Premium,SI1,18432,I
27592,Premium,SI1,18439,G
27596,Premium,VS2,18443,H
27599,Premium,VS2,18447,I
27609,Very Good,SI1,18480,H
27610,Premium,VS2,18481,I
27612,Premium,SI1,18485,J
27614,Very Good,SI1,18489,H
27615,Premium,SI1,18493,F
27618,Very Good,VS2,18507,H
27619,Very Good,SI1,18507,G
27625,Very Good,SI1,18524,G
27626,Premium,VS2,18525,G
27637,Very Good,VS2,18557,E
27639,Premium,VS2,18559,J
27640,Premium,SI1,18559,H
27642,Very Good,VS2,18561,H
27657,Premium,VS2,18615,J
27659,Very Good,SI1,18630,G
27663,Premium,VS2,18653,I
27664,Premium,SI1,18656,H
27670,Premium,VS2,18680,G
27673,Very Good,VS2,18691,G
27674,Premium,VS2,18692,J
27679,Premium,VS2,18701,J
27683,Very Good,SI1,18709,E
27686,Premium,SI1,18717,F
27706,Premium,VS2,648,I
27710,Premium,VS2,648,H
27711,Premium,VS2,648,I
27712,Premium,SI1,648,H
27720,Very Good,SI1,18731,E
27721,Premium,SI1,18735,F
27724,Very Good,SI1,18741,G
27725,Premium,SI1,18741,G
27729,Very Good,SI1,18759,F
27736,Very Good,SI1,18781,H
27740,Premium,VS2,18791,F
27742,Premium,SI1,18795,H
27744,Premium,SI1,18797,I
27745,Very Good,SI1,18803,H
27748,Very Good,SI1,18818,G
27749,Premium,VS2,18823,I
27759,Premium,VS2,648,H
27760,Premium,VS2,648,H
27762,Premium,VS2,648,H
27763,Premium,VS2,648,H
27764,Premium,VS2,648,H
27766,Premium,VS2,648,H
27767,Premium,VS2,648,H
27768,Premium,VS2,648,H
27769,Premium,VS2,648,H
27772,Premium,VS2,648,H
27773,Premium,VS2,648,H
27774,Premium,VS2,648,H
27779,Premium,VS2,648,H
27780,Premium,VS2,648,H
27781,Very Good,VS2,648,H
27786,Premium,SI1,649,E
27789,Premium,SI1,649,E
27790,Very Good,VS2,649,G
27791,Premium,VS2,649,G
27793,Very Good,VS2,649,G
27794,Very Good,VS2,649,G
27795,Premium,VS2,649,G
27796,Very Good,SI1,649,E
27797,Premium,VS2,649,G
27799,Very Good,SI1,649,E
27803,Premium,VS2,649,G
27805,Very Good,VS2,650,D
27818,Premium,SI1,650,G
27819,Premium,SI1,650,G
27820,Premium,SI1,650,G
27821,Very Good,SI1,650,G
27826,Very Good,VS2,650,I
27827,Premium,SI1,650,H
27841,Premium,SI1,651,E
27842,Premium,SI1,651,E
27843,Very Good,VS2,651,G
27844,Premium,SI1,651,E
27845,Very Good,SI1,651,E
27869,Premium,SI1,653,F
27896,Very Good,VS2,655,I
27901,Very Good,SI1,655,G
27902,Very Good,VS2,656,E
27916,Very Good,VS2,657,D
27921,Very Good,VS2,658,G
27922,Very Good,SI1,658,D
27926,Premium,SI1,658,J
27927,Premium,SI1,658,E
27946,Premium,SI1,431,G
27948,Very Good,SI1,432,G
27949,Very Good,SI1,432,G
27950,Very Good,SI1,432,G
27951,Very Good,SI1,432,G
27960,Premium,VS2,658,E
27962,Very Good,VS2,658,E
27963,Very Good,VS2,658,E
27968,Premium,VS2,658,E
27969,Premium,VS2,658,E
27970,Premium,VS2,658,E
27972,Premium,VS2,658,E
27975,Very Good,VS2,658,E
27977,Very Good,VS2,658,E
27982,Very Good,VS2,658,E
27983,Premium,VS2,658,E
27987,Very Good,VS2,658,E
27988,Very Good,VS2,658,E
27991,Premium,VS2,658,E
27992,Premium,VS2,658,E
27994,Premium,VS2,658,E
27996,Very Good,VS2,658,E
27997,Premium,VS2,658,E
27998,Premium,VS2,658,E
27999,Premium,VS2,658,E
28000,Very Good,VS2,658,E
28002,Premium,VS2,658,E
28003,Premium,VS2,658,E
28005,Premium,VS2,658,E
28008,Premium,VS2,658,E
28009,Premium,VS2,658,E
28011,Very Good,VS2,658,E
28012,Premium,VS2,658,E
28016,Very Good,VS2,658,E
28021,Premium,VS2,658,E
28023,Very Good,VS2,658,E
28026,Very Good,VS2,658,E
28028,Premium,VS2,658,E
28031,Very Good,VS2,658,E
28032,Very Good,VS2,658,E
28037,Very Good,VS2,659,E
28044,Very Good,VS2,660,D
28049,Very Good,SI1,660,F
28067,Very Good,VS2,661,H
28069,Very Good,SI1,661,F
28076,Very Good,SI1,662,H
28083,Premium,SI1,662,D
28084,Premium,SI1,662,D
28085,Very Good,SI1,662,D
28086,Very Good,SI1,662,D
28087,Very Good,SI1,662,D
28092,Premium,SI1,663,F
28094,Premium,SI1,663,F
28095,Premium,SI1,663,F
28097,Very Good,SI1,663,F
28098,Very Good,SI1,663,F
28099,Very Good,SI1,663,F
28100,Very Good,SI1,663,F
28103,Premium,SI1,663,F
28105,Very Good,VS2,663,D
28106,Premium,SI1,663,D
28110,Premium,SI1,663,D
28122,Very Good,SI1,663,D
28123,Premium,SI1,663,D
28124,Very Good,SI1,663,D
28172,Premium,SI1,665,H
28173,Premium,SI1,665,H
28174,Very Good,VS2,665,E
28179,Premium,SI1,666,H
28180,Premium,VS2,666,I
28181,Premium,VS2,666,I
28183,Premium,SI1,666,H
28187,Very Good,SI1,666,H
28189,Very Good,SI1,666,H
28195,Premium,SI1,666,G
28202,Very Good,SI1,666,H
28205,Very Good,SI1,666,G
28207,Very Good,SI1,666,H
28211,Very Good,SI1,666,G
28212,Premium,SI1,666,H
28215,Very Good,SI1,666,G
28216,Very Good,SI1,666,H
28229,Very Good,VS2,666,F
28237,Very Good,VS2,666,F
28243,Very Good,VS2,666,F
28250,Premium,VS2,666,F
28252,Premium,VS2,666,F
28253,Premium,VS2,666,F
28255,Premium,VS2,666,F
28257,Premium,VS2,666,F
28266,Very Good,SI1,360,H
28272,Very Good,VS2,362,D
28273,Very Good,VS2,362,E
28274,Very Good,VS2,362,E
28277,Very Good,SI1,363,J
28278,Very Good,SI1,363,J
28279,Premium,SI1,363,J
28284,Premium,SI1,365,J
28286,Very Good,VS2,367,E
28301,Very Good,SI1,432,I
28303,Very Good,SI1,432,I
28305,Very Good,SI1,432,H
28306,Very Good,SI1,432,H
28307,Very Good,SI1,432,H
28308,Very Good,SI1,432,H
28310,Premium,SI1,432,I
28314,Premium,SI1,432,I
28316,Very Good,SI1,432,H
28317,Very Good,SI1,432,H
28346,Premium,VS2,666,F
28351,Very Good,VS2,667,F
28352,Very Good,SI1,667,E
28353,Very Good,SI1,667,D
28378,Premium,VS2,668,H
28386,Premium,VS2,668,H
28387,Premium,VS2,668,H
28391,Premium,VS2,668,H
28394,Premium,VS2,668,H
28395,Premium,VS2,668,H
28396,Premium,VS2,668,H
28397,Premium,VS2,668,H
28399,Very Good,VS2,669,E
28402,Very Good,SI1,669,G
28406,Premium,SI1,669,G
28411,Premium,SI1,669,G
28421,Very Good,VS2,670,D
28422,Very Good,SI1,670,H
28439,Very Good,SI1,670,F
28440,Very Good,SI1,670,E
28454,Very Good,SI1,671,G
28464,Very Good,VS2,672,E
28465,Very Good,SI1,672,F
28472,Premium,VS2,672,G
28473,Premium,VS2,672,G
28477,Premium,SI1,672,E
28478,Very Good,SI1,672,E
28479,Premium,SI1,672,E
28480,Very Good,SI1,672,E
28481,Very Good,SI1,672,E
28482,Very Good,SI1,672,E
28483,Very Good,SI1,672,E
28508,Premium,VS2,673,F
28509,Premium,VS2,673,F
28511,Premium,VS2,673,F
28512,Very Good,SI1,673,G
28521,Very Good,SI1,674,E
28535,Premium,SI1,675,J
28536,Very Good,VS2,675,G
28537,Premium,SI1,675,E
28538,Premium,SI1,675,E
28539,Premium,SI1,675,E
28540,Premium,SI1,675,E
28541,Premium,SI1,675,E
28543,Premium,SI1,675,E
28580,Premium,VS2,675,G
28581,Premium,VS2,675,G
28584,Premium,VS2,675,G
28591,Premium,VS2,675,G
28594,Premium,VS2,675,G
28595,Premium,VS2,675,G
28596,Very Good,VS2,675,G
28597,Very Good,VS2,675,G
28598,Very Good,VS2,675,G
28600,Very Good,SI1,675,E
28601,Premium,SI1,675,E
28603,Premium,SI1,675,E
28604,Premium,SI1,675,E
28605,Very Good,SI1,675,E
28606,Premium,SI1,675,E
28608,Premium,SI1,675,E
28609,Premium,SI1,675,E
28612,Very Good,SI1,675,E
28615,Premium,SI1,675,E
28617,Premium,SI1,675,E
28619,Very Good,SI1,675,E
28634,Very Good,SI1,434,I
28643,Premium,SI1,434,I
28649,Very Good,VS2,435,I
28651,Premium,SI1,675,E
28652,Premium,SI1,675,E
28653,Very Good,VS2,675,E
28661,Very Good,VS2,677,E
28690,Very Good,VS2,679,I
28693,Very Good,SI1,679,F
28702,Very Good,VS2,680,I
28703,Very Good,SI1,680,F
28704,Very Good,SI1,680,I
28718,Very Good,VS2,680,E
28719,Premium,VS2,680,E
28721,Very Good,VS2,680,E
28722,Premium,VS2,680,E
28723,Premium,VS2,680,E
28726,Very Good,VS2,680,E
28731,Premium,VS2,680,E
28738,Premium,VS2,680,E
28739,Premium,VS2,680,E
28741,Premium,VS2,680,E
28750,Premium,VS2,680,E
28751,Very Good,VS2,680,E
28752,Very Good,VS2,680,E
28755,Very Good,VS2,680,E
28756,Very Good,VS2,680,E
28759,Very Good,VS2,680,E
28764,Premium,VS2,680,E
28767,Premium,VS2,680,E
28768,Premium,VS2,680,E
28771,Very Good,VS2,681,D
28782,Very Good,SI1,681,D
28785,Very Good,SI1,681,D
28786,Premium,SI1,681,D
28787,Premium,SI1,681,D
28789,Very Good,SI1,681,D
28792,Premium,SI1,681,D
28803,Very Good,SI1,682,G
28810,Premium,VS2,682,I
28821,Very Good,SI1,683,H
28824,Premium,SI1,683,H
28825,Very Good,SI1,683,H
28830,Very Good,SI1,683,H
28836,Very Good,SI1,683,H
28843,Very Good,SI1,683,H
28847,Very Good,SI1,683,H
28848,Premium,SI1,683,H
28853,Very Good,SI1,683,H
28854,Premium,SI1,683,H
28856,Premium,SI1,683,H
